"date","cycle_formation","annee_volee","phase","participants","journee","nombre_participants","niveau","critere","activite","score"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Utilisation des ressources de formation","Potato pirates","0"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Utilisation des ressources de formation","Le jeu des variables","0"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Utilisation des ressources de formation","La robotique avec Thymio","9"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Utilisation des ressources de formation","Motif art","82"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Utilisation des ressources de formation","Algorea serious game","82"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Décris-moi un objet","45"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Décris-moi une image","9"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Turing tumble","18"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Potato pirates","0"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Le jeu des variables","0"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","La robotique avec Thymio","0"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Motif art","68"
"17/02/2022","CAS","1","Non concerné","Enseignants","9","22","4","Niveau d’appropriation des ressources de formation","Algorea serious game","64"
