"date";"cycle_formation";"annee_volee";"phase";"participants";"journee";"nombre_participants";"niveau";"critere";"activite";"score"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"3";"Trop de travail";"Le robot peintre";"11"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"3";"Trop de travail";"Pages pour préparer ma classe";"9"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"3";"Trop de travail";"Pages avec mes élèves";"14"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"3";"Trop de travail";"Recherche internet en classe : droits et sources";"6"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"3";"Trop de travail";"Général";"6"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"4";"Utilisation des ressources de formation";"Encodage pixels";"4"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"4";"Utilisation des ressources de formation";"Algorithmes de tri de poids";"5"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"4";"Utilisation des ressources de formation";"Le robot peintre avec les blocs de programmation";"4"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"4";"Utilisation des ressources de formation";"Pages pour préparer ma classe";"35"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"4";"Utilisation des ressources de formation";"Pages avec mes élèves";"43"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"2";"211";"4";"Utilisation des ressources de formation";"Recherche internet en classe : droits et sources";"38"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"75"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"86"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intérêt perçu pour les ressources";"Robotique : programmer un robot";"72"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intérêt perçu pour les ressources";"Robotique : échanges autour des enjeux sociaux";"67"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intérêt perçu pour les ressources";"Médias sociaux : analyse réflexive sur les médias";"75"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intérêt perçu pour les ressources";"Médias sociaux : production vidéos";"79"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Auto-efficacité vis-à-vis des ressources";"Robotique : programmer un robot";"56"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Auto-efficacité vis-à-vis des ressources";"Robotique : échanges autour des enjeux sociaux";"58"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Auto-efficacité vis-à-vis des ressources";"Médias sociaux : analyse réflexive sur les médias";"70"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Auto-efficacité vis-à-vis des ressources";"Médias sociaux : production vidéos";"61"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intention d’utiliser les ressources";"Robotique : programmer un robot";"45"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Robotique : échanges autour des enjeux sociaux";"Scratch";"46"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intention d’utiliser les ressources";"Médias sociaux : analyse réflexive sur les médias";"60"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"1";"Intention d’utiliser les ressources";"Médias sociaux : production vidéos";"57"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Manque de ressources temporelles";"Général";"41"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Manque de soutien technique et/ou pédagogique";"Général";"76"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Encodage pixels";"17"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Algorithme de tri de poids";"20"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Pages pour préparer ma classe";"31"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Pages avec mes élèves";"19"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Recherche internet en classe : droits et sources";"23"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Orchestration";"-5"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Scratch";"-2"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"3";"Efficience globale";"Outils de présentation, usages, médias et société";"18"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Encodage pixels";"1"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Algorithmes de tri de poids";"3"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Le robot peintre avec les blocs de programmation";"1"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Pages pour préparer ma classe";"34"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Pages avec mes élèves";"48"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Recherche internet en classe : droits et sources";"54"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Orchestration";"8"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Scratch";"15"
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";"3";"181";"4";"Utilisation des ressources de formation";"Outils de présentation, usages, médias et société";"35"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"78"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"91"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Intérêt perçu pour les ressources";"Premiers pas sur le web";"81"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Intérêt perçu pour les ressources";"Données du sens 2";"80"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Intérêt perçu pour les ressources";"Aborder en classe les enjeux sociaux du numérique";"84"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Intérêt perçu pour les ressources";"Entrailles d’une machine";"78"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Utilité perçue des ressources";"Premiers pas sur le web";"79"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Utilité perçue des ressources";"Données du sens 2";"78"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Utilité perçue des ressources";"Aborder en classe les enjeux sociaux du numérique";"86"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Utilité perçue des ressources";"Entrailles d’une machine";"72"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Facilité perçue d’utilisation des ressources";"Premiers pas sur le web";"82"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Facilité perçue d’utilisation des ressources";"Données du sens 2";"82"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Facilité perçue d’utilisation des ressources";"Aborder en classe les enjeux sociaux du numérique";"90"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"1";"Facilité perçue d’utilisation des ressources";"Entrailles d’une machine";"71"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"2";"Connaissance du contenu théorique";"Général";"74"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Manque de ressources matérielles";"Général";"23"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Manque de ressources temporelles";"Général";"55"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Manque de soutien hiérarchique ou des collègues";"Général";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Manque de soutien technique et/ou pédagogique";"Général";"23"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Un manque de compatibilité avec mes pratiques habituelles d'enseignement";"Général";"23"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Efficience";"Général";"-2"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Trop de réflexion";"Général";"5"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Trop de réflexion";"Général";"32"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Un bénéfice notable chez les élèves";"Général";"32"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"3";"Sentiment d'auto-efficacité dans la réalisation de l'activité";"Général";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Décris-moi un objet";"82"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Décris-moi une image";"32"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Turing tumble";"18"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Potato pirates";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Le jeu des variables";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"La robotique avec Thymio";"9"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Motif art";"82"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Utilisation des ressources de formation";"Algorea serious game";"82"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Décris-moi un objet";"45"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Décris-moi une image";"9"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Turing tumble";"18"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Potato pirates";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Le jeu des variables";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"La robotique avec Thymio";"0"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Motif art";"68"
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";"9";"22";"4";"Niveau d’appropriation des ressources de formation";"Algorea serious game";"64"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"77"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"87"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Intérêt perçu pour les ressources";"Codage binaire";"82"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Intérêt perçu pour les ressources";"Codage et compression";"80"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Intérêt perçu pour les ressources";"Systèmes d'exploitation";"79"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Intérêt perçu pour les ressources";"Dialoguer et débattre en classe";"82"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Utilité perçue des ressources";"Codage binaire";"83"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Utilité perçue des ressources";"Codage et compression";"75"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Utilité perçue des ressources";"Systèmes d’exploitation";"73"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Utilité perçue des ressources";"Dialoguer et débattre en classe";"82"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Facilité perçue d’utilisation des ressources";"Codage binaire";"82"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Facilité perçue d’utilisation des ressources";"Codage et compression";"82"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Facilité perçue d’utilisation des ressources";"Systèmes d’exploitation";"68"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"1";"Facilité perçue d’utilisation des ressources";"Dialoguer et débattre en classe";"86"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"2";"Connaissance du contenu théorique";"Général";"78"
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";"8";"25";"2";"Compétences techno-pédagogiques";"La gestion d'un dialogue ouvert en classe";"74"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"74"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"92"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Intérêt perçu pour les ressources";"Microbit";"93"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Intérêt perçu pour les ressources";"Fondements de l'algorithmique";"78"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Intérêt perçu pour les ressources";"HTML";"71"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Utilité perçue des ressources";"Microbit";"90"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Utilité perçue des ressources";"Fondements de l'algorithmique";"77"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Utilité perçue des ressources";"HTML";"70"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Facilité perçue d’utilisation des ressources";"Microbit";"75"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Facilité perçue d’utilisation des ressources";"Fondements de l'algorithmique";"75"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"1";"Facilité perçue d’utilisation des ressources";"HTML";"67"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"2";"Connaissance du contenu théorique";"Général";"75"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"2";"Connaissance de la technologie";"Programmer/flasher un programme sur le micro:bit";"82"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"2";"Connaissance de la technologie";"Créer des programmes simples";"79"
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";"10";"22";"2";"Compétences techno-pédagogiques";"Proposer un ensemble de réalisations micro:bit en classe";"70"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"84"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"93"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Intérêt perçu pour les ressources";"Alice envoie une image à Bob";"83"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Intérêt perçu pour les ressources";"Système d’exploitation";"84"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Intérêt perçu pour les ressources";"Accompagnement sur la préparation de votre projet informatique";"82"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Intérêt perçu pour les ressources";"Predict, Run, Investigate, Modify, Make";"93"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Utilité perçue des ressources";"Alice envoie une image à Bob";"85"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Utilité perçue des ressources";"Système d’exploitation";"79"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Utilité perçue des ressources";"Accompagnement sur la préparation de votre projet informatique";"85"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Utilité perçue des ressources";"Predict, Run, Investigate, Modify, Make";"93"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Facilité perçue d’utilisation des ressources";"Alice envoie une image à Bob";"83"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Facilité perçue d’utilisation des ressources";"Système d’exploitation";"83"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Facilité perçue d’utilisation des ressources";"Accompagnement sur la préparation de votre projet informatique";"86"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"1";"Facilité perçue d’utilisation des ressources";"Predict, Run, Investigate, Modify, Make";"91"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"2";"Connaissance du contenu théorique";"Général";"79"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"2";"Connaissance de la technologie";"La démarche d'investigation de programmes existant";"81"
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";"7";"25";"2";"Compétences techno-pédagogiques";"Le découpage d'un projet informatique en étape";"84"
