"date";"cycle_formation";"annee_volee";"phase";"participants";"journee";"nombre_participants";"niveau";"critere";"activite";"rcnum";"pernum";"score"
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";2;211;"4";"Utilisation des ressources de formation";"Algorithmes de tri de poids";"Non concerné";"Non concerné";5
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";2;211;"4";"Utilisation des ressources de formation";"Le robot peintre avec les blocs de programmation";"Non concerné";"Non concerné";4
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";2;211;"4";"Utilisation des ressources de formation";"Pages pour préparer ma classe";"Non concerné";"Non concerné";35
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";2;211;"4";"Utilisation des ressources de formation";"Pages avec mes élèves";"Non concerné";"Non concerné";43
"11/10/2021";"Cycle 2";"Non concerné";"Pilote";"Enseignants";2;211;"4";"Utilisation des ressources de formation";"Recherche internet en classe : droits et sources";"Non concerné";"Non concerné";38
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";75
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";86
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intérêt perçu pour les ressources";"Robotique : programmer un robot";"Non concerné";"Non concerné";72
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intérêt perçu pour les ressources";"Robotique : échanges autour des enjeux sociaux";"Non concerné";"Non concerné";67
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intérêt perçu pour les ressources";"Médias sociaux : analyse réflexive sur les médias";"Non concerné";"Non concerné";75
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intérêt perçu pour les ressources";"Médias sociaux : production vidéos";"Non concerné";"Non concerné";79
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Auto-efficacité vis-à-vis des ressources";"Robotique : programmer un robot";"Non concerné";"Non concerné";56
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Auto-efficacité vis-à-vis des ressources";"Robotique : échanges autour des enjeux sociaux";"Non concerné";"Non concerné";58
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Auto-efficacité vis-à-vis des ressources";"Médias sociaux : analyse réflexive sur les médias";"Non concerné";"Non concerné";70
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Auto-efficacité vis-à-vis des ressources";"Médias sociaux : production vidéos";"Non concerné";"Non concerné";61
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intention d’utiliser les ressources";"Robotique : programmer un robot";"Non concerné";"Non concerné";45
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Robotique : échanges autour des enjeux sociaux";"Scratch";"Non concerné";"Non concerné";46
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intention d’utiliser les ressources";"Médias sociaux : analyse réflexive sur les médias";"Non concerné";"Non concerné";60
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"1";"Intention d’utiliser les ressources";"Médias sociaux : production vidéos";"Non concerné";"Non concerné";57
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Manque de ressources temporelles";"Général";"Non concerné";"Non concerné";41
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Manque de soutien technique et/ou pédagogique";"Général";"Non concerné";"Non concerné";76
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Encodage pixels";"Non concerné";"Non concerné";17
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Algorithme de tri de poids";"Non concerné";"Non concerné";20
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Pages pour préparer ma classe";"Non concerné";"Non concerné";31
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Pages avec mes élèves";"Non concerné";"Non concerné";19
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Recherche internet en classe : droits et sources";"Non concerné";"Non concerné";23
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Orchestration";"Non concerné";"Non concerné";-5
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Scratch";"Non concerné";"Non concerné";-2
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"3";"Efficience globale";"Outils de présentation, usages, médias et société";"Non concerné";"Non concerné";18
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Encodage pixels";"Non concerné";"Non concerné";1
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Algorithmes de tri de poids";"Non concerné";"Non concerné";3
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Le robot peintre avec les blocs de programmation";"Non concerné";"Non concerné";1
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Pages pour préparer ma classe";"Non concerné";"Non concerné";34
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Pages avec mes élèves";"Non concerné";"Non concerné";48
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Recherche internet en classe : droits et sources";"Non concerné";"Non concerné";54
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Orchestration";"Non concerné";"Non concerné";8
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Scratch";"Non concerné";"Non concerné";15
"01/04/2022";"Cycle 2";"Non concerné";"Pilote";"Enseignants";3;181;"4";"Utilisation des ressources de formation";"Outils de présentation, usages, médias et société";"Non concerné";"Non concerné";35
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";78
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";91
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Intérêt perçu pour les ressources";"Premiers pas sur le web";"Non concerné";"Non concerné";81
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Intérêt perçu pour les ressources";"Données du sens 2";"Non concerné";"Non concerné";80
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Intérêt perçu pour les ressources";"Aborder en classe les enjeux sociaux du numérique";"Non concerné";"Non concerné";84
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Intérêt perçu pour les ressources";"Entrailles d’une machine";"Non concerné";"Non concerné";78
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Utilité perçue des ressources";"Premiers pas sur le web";"Non concerné";"Non concerné";79
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Utilité perçue des ressources";"Données du sens 2";"Non concerné";"Non concerné";78
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Utilité perçue des ressources";"Aborder en classe les enjeux sociaux du numérique";"Non concerné";"Non concerné";86
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Utilité perçue des ressources";"Entrailles d’une machine";"Non concerné";"Non concerné";72
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Facilité perçue d’utilisation des ressources";"Premiers pas sur le web";"Non concerné";"Non concerné";82
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Facilité perçue d’utilisation des ressources";"Données du sens 2";"Non concerné";"Non concerné";82
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Facilité perçue d’utilisation des ressources";"Aborder en classe les enjeux sociaux du numérique";"Non concerné";"Non concerné";90
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"1";"Facilité perçue d’utilisation des ressources";"Entrailles d’une machine";"Non concerné";"Non concerné";71
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";74
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Manque de ressources matérielles";"Général";"Non concerné";"Non concerné";23
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Manque de ressources temporelles";"Général";"Non concerné";"Non concerné";55
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Manque de soutien hiérarchique ou des collègues";"Général";"Non concerné";"Non concerné";0
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Manque de soutien technique et/ou pédagogique";"Général";"Non concerné";"Non concerné";23
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Un manque de compatibilité avec mes pratiques habituelles d'enseignement";"Général";"Non concerné";"Non concerné";23
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Efficience";"Général";"Non concerné";"Non concerné";-2
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Trop de réflexion";"Général";"Non concerné";"Non concerné";5
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Trop de réflexion";"Général";"Non concerné";"Non concerné";32
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Un bénéfice notable chez les élèves";"Général";"Non concerné";"Non concerné";32
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"3";"Sentiment d'auto-efficacité dans la réalisation de l'activité";"Général";"Non concerné";"Non concerné";0
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Décris-moi un objet";"Non concerné";"Non concerné";82
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Décris-moi une image";"Non concerné";"Non concerné";32
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Turing tumble";"Non concerné";"Non concerné";18
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Potato pirates";"Non concerné";"Non concerné";0
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Le jeu des variables";"Non concerné";"Non concerné";0
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"La robotique avec Thymio";"Non concerné";"Non concerné";9
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Motif art";"Non concerné";"Non concerné";82
"17/02/2022";"CAS";"1";"Non concerné";"Enseignants";9;22;"4";"Utilisation des ressources de formation";"Algorea serious game";"Non concerné";"Non concerné";82
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";77
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";87
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Intérêt perçu pour les ressources";"Codage binaire";"Non concerné";"Non concerné";82
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Intérêt perçu pour les ressources";"Codage et compression";"Non concerné";"Non concerné";80
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Intérêt perçu pour les ressources";"Systèmes d'exploitation";"Non concerné";"Non concerné";79
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Intérêt perçu pour les ressources";"Dialoguer et débattre en classe";"Non concerné";"Non concerné";82
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Utilité perçue des ressources";"Codage binaire";"Non concerné";"Non concerné";83
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Utilité perçue des ressources";"Codage et compression";"Non concerné";"Non concerné";75
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Utilité perçue des ressources";"Systèmes d’exploitation";"Non concerné";"Non concerné";73
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Utilité perçue des ressources";"Dialoguer et débattre en classe";"Non concerné";"Non concerné";82
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Facilité perçue d’utilisation des ressources";"Codage binaire";"Non concerné";"Non concerné";82
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Facilité perçue d’utilisation des ressources";"Codage et compression";"Non concerné";"Non concerné";82
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Facilité perçue d’utilisation des ressources";"Systèmes d’exploitation";"Non concerné";"Non concerné";68
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"1";"Facilité perçue d’utilisation des ressources";"Dialoguer et débattre en classe";"Non concerné";"Non concerné";86
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";78
"17/12/2021";"CAS";"1";"Non concerné";"Enseignants";8;25;"2";"Acquisition des compétences numériques";"La gestion d'un dialogue ouvert en classe";"Non concerné";"Non concerné";74
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";74
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";92
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Intérêt perçu pour les ressources";"Micro:bit";"Non concerné";"Non concerné";93
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Intérêt perçu pour les ressources";"Fondements de l'algorithmique";"Non concerné";"Non concerné";78
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Intérêt perçu pour les ressources";"HTML";"Non concerné";"Non concerné";71
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Utilité perçue des ressources";"Micro:bit";"Non concerné";"Non concerné";90
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Utilité perçue des ressources";"Fondements de l'algorithmique";"Non concerné";"Non concerné";77
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Utilité perçue des ressources";"HTML";"Non concerné";"Non concerné";70
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Facilité perçue d’utilisation des ressources";"Micro:bit";"Non concerné";"Non concerné";75
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Facilité perçue d’utilisation des ressources";"Fondements de l'algorithmique";"Non concerné";"Non concerné";75
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"1";"Facilité perçue d’utilisation des ressources";"HTML";"Non concerné";"Non concerné";67
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";75
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"2";"Acquisition des compétences numériques";"Programmer/flasher un programme sur le micro:bit";"Non concerné";"Non concerné";82
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"2";"Acquisition des compétences numériques";"Créer des programmes simples";"Non concerné";"Non concerné";79
"01/04/2022";"CAS";"1";"Non concerné";"Enseignants";10;22;"2";"Acquisition des compétences numériques";"Proposer un ensemble de réalisations micro:bit en classe";"Non concerné";"Non concerné";70
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";84
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";93
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Intérêt perçu pour les ressources";"Alice envoie une image à Bob";"Non concerné";"Non concerné";83
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Intérêt perçu pour les ressources";"Système d’exploitation";"Non concerné";"Non concerné";84
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Intérêt perçu pour les ressources";"Accompagnement sur la préparation de votre projet informatique";"Non concerné";"Non concerné";82
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Intérêt perçu pour les ressources";"Predict, Run, Investigate, Modify, Make";"Non concerné";"Non concerné";93
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Utilité perçue des ressources";"Alice envoie une image à Bob";"Non concerné";"Non concerné";85
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Utilité perçue des ressources";"Système d’exploitation";"Non concerné";"Non concerné";79
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Utilité perçue des ressources";"Accompagnement sur la préparation de votre projet informatique";"Non concerné";"Non concerné";85
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Utilité perçue des ressources";"Predict, Run, Investigate, Modify, Make";"Non concerné";"Non concerné";93
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Facilité perçue d’utilisation des ressources";"Alice envoie une image à Bob";"Non concerné";"Non concerné";83
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Facilité perçue d’utilisation des ressources";"Système d’exploitation";"Non concerné";"Non concerné";83
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Facilité perçue d’utilisation des ressources";"Accompagnement sur la préparation de votre projet informatique";"Non concerné";"Non concerné";86
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"1";"Facilité perçue d’utilisation des ressources";"Predict, Run, Investigate, Modify, Make";"Non concerné";"Non concerné";91
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";79
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"2";"Acquisition des compétences numériques";"La démarche d'investigation de programmes existant";"Non concerné";"Non concerné";81
"21/11/2021";"CAS";"1";"Non concerné";"Enseignants";7;25;"2";"Acquisition des compétences numériques";"Le découpage d'un projet informatique en étape";"Non concerné";"Non concerné";84
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";88
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Intérêt perçu pour les ressources";"Conception pédagogique";"Non concerné";"Non concerné";69
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Intérêt perçu pour les ressources";"Définition et encadrement d’un projet informatique";"Non concerné";"Non concerné";72
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Intérêt perçu pour les ressources";"Prise en main et réalisation d’un projet sous Scratch";"Non concerné";"Non concerné";94
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Intérêt perçu pour les ressources";"Donner du sens";"Non concerné";"Non concerné";66
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Utilité perçue des ressources";"Prise en main de votre portable";"Non concerné";"Non concerné";71
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Utilité perçue des ressources";"Conception pédagogique";"Non concerné";"Non concerné";69
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Utilité perçue des ressources";"Définition et encadrement d’un projet informatique";"Non concerné";"Non concerné";75
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Utilité perçue des ressources";"Prise en main et réalisation d’un projet sous Scratch";"Non concerné";"Non concerné";96
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Donner du sens";"Prise en main et réalisation d’un projet sous Scratch";"Non concerné";"Non concerné";68
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Facilité perçue d’utilisation des ressources";"Conception pédagogique";"Non concerné";"Non concerné";76
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Facilité perçue d’utilisation des ressources";"Définition et encadrement d’un projet informatique";"Non concerné";"Non concerné";76
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Facilité perçue d’utilisation des ressources";"Prise en main et réalisation d’un projet sous Scratch";"Non concerné";"Non concerné";87
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"1";"Facilité perçue d’utilisation des ressources";"Donner du sens";"Non concerné";"Non concerné";71
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";84
"24/10/2021";"CAS";"1";"Non concerné";"Enseignants";6;21;"2";"Acquisition des compétences numériques";"Le découpage d'un projet informatique en étape";"Non concerné";"Non concerné";85
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";97
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Intérêt perçu pour les ressources";"Décris-moi un objet";"Non concerné";"Non concerné";97
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Intérêt perçu pour les ressources";"Décris moi une image";"Non concerné";"Non concerné";87
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Intérêt perçu pour les ressources";"Turing mécanique";"Non concerné";"Non concerné";93
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Utilité perçue des ressources";"Décris-moi un objet";"Non concerné";"Non concerné";96
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Utilité perçue des ressources";"Décris moi une image";"Non concerné";"Non concerné";87
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Utilité perçue des ressources";"Turing mécanique";"Non concerné";"Non concerné";87
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Facilité perçue d’utilisation des ressources";"Décris-moi un objet";"Non concerné";"Non concerné";94
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Facilité perçue d’utilisation des ressources";"Décris moi une image";"Non concerné";"Non concerné";94
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"1";"Facilité perçue d’utilisation des ressources";"Turing mécanique";"Non concerné";"Non concerné";94
"14/06/2021";"CAS";"1";"Non concerné";"Enseignants";1;28;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";81
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";87
